Time (s),Channel 1 (V)
-5,-0.030782796457123007
-4.9995000000000003,-0.031113536877688697
-4.9989999999999997,-0.031775017718819631
-4.9984999999999999,-0.031775017718819631
-4.9980000000000002,-0.029790575195426605
-4.9974999999999996,-0.030782796457123007
-4.9969999999999999,-0.032767238980516256
-4.9965000000000002,-0.032767238980516256
-4.9960000000000004,-0.031113536877688697
-4.9954999999999998,-0.031113536877688697
-4.9950000000000001,-0.030782796457123007
-4.9945000000000004,-0.03045205603655754
-4.9939999999999998,-0.026152430569205798
-4.9935,-0.026813911410336955
-4.9930000000000003,-0.028136873092599046
-4.9924999999999997,-0.026483170989771487
-4.992,1.8636983325421455
-4.9915000000000003,3.3087032299928794
-4.9909999999999997,3.3110184129368379
-4.9904999999999999,3.314325817142493
-4.9900000000000002,3.3146565575630587
-4.9894999999999996,3.3146565575630587
-4.9889999999999999,3.3153180384041896
-4.9885000000000002,3.3166410000864519
-4.9880000000000004,3.3156487788247553
-4.9874999999999998,3.314325817142493
-4.9870000000000001,3.3139950767219277
-4.9865000000000004,3.3163102596658862
-4.9859999999999998,3.3163102596658862
-4.9855,3.3149872979836243
-4.9850000000000003,3.3146565575630587
-4.9844999999999997,3.3110184129368379
-4.984,3.3110184129368379
-4.9835000000000003,3.3113491533574035
-4.9829999999999997,3.309695451254576
-4.9824999999999999,3.3077110087311827
-4.9820000000000002,1.418190986040397
-4.9814999999999996,-0.024829468886943706
-4.9809999999999999,-0.030121315615992073
-4.9805000000000001,-0.031775017718819631
-4.9800000000000004,-0.030782796457123007
-4.9794999999999998,-0.032767238980516256
-4.9790000000000001,-0.034090200662778125
-4.9785000000000004,-0.032436498559950566
-4.9779999999999998,-0.032436498559950566
-4.9775,-0.033759460242212658
-4.9770000000000003,-0.034751681503909282
-4.9764999999999997,-0.032767238980516256
-4.976,-0.034420941083343815
-4.9755000000000003,-0.035082421924474749
-4.9749999999999996,-0.032436498559950566
-4.9744999999999999,-0.031444277298254164
-4.9740000000000002,-0.03045205603655754
-4.9734999999999996,-0.03045205603655754
-4.9729999999999999,-0.028136873092599046
-4.9725000000000001,-0.029129094354295448
